SeqName,length,bit-score,eValue,hitName,GOs,ACC
scf7180000000008_quiver_1806,239,471.085,1.28E-167,gi|798945383|ref|WP_045909857.1|MULTISPECIES: FadR family transcriptional regulator [Enterobacteriaceae] ,"GO:0003677, GO:0003700, GO:0006351, GO:0006355",
scf7180000000008_quiver_1807,246,514.227,0,gi|798945388|ref|WP_045909858.1|MULTISPECIES: DNA polymerase III subunit epsilon [Enterobacteriaceae] ,"GO:0003677, GO:0006260, GO:0003887, GO:0071897, GO:0003676",
scf7180000000008_quiver_1807,246,513.457,0,gi|746208415|ref|WP_039263856.1|MULTISPECIES: DNA polymerase III subunit epsilon [Enterobacter] ,"GO:0003677, GO:0006260, GO:0003887, GO:0071897, GO:0003676",
scf7180000000008_quiver_1807,246,513.457,0,gi|556425559|ref|WP_023310486.1|MULTISPECIES: DNA polymerase III subunit epsilon [Enterobacter] ,"GO:0003677, GO:0006260, GO:0003887, GO:0071897, GO:0003676",
scf7180000000008_quiver_1807,246,512.686,0,gi|556303271|ref|WP_023293220.1|MULTISPECIES: DNA polymerase III subunit epsilon [Enterobacter] ,"GO:0003677, GO:0003887, GO:0006260, GO:0071897, GO:0003676",
scf7180000000008_quiver_1807,246,509.99,0,gi|640465573|ref|WP_024909453.1|MULTISPECIES: DNA polymerase III subunit epsilon [Enterobacter] ,"GO:0003677, GO:0016779, GO:0003887, GO:0006260, GO:0016740, GO:0071897, GO:0003676",
scf7180000000008_quiver_1808,155,327.791,1.19E-113,gi|495775697|ref|WP_008500276.1|MULTISPECIES: ribonuclease HI [Enterobacteriaceae] ,"GO:0090305, GO:0000287, GO:0005737, GO:0090502, GO:0046872, GO:0004518, GO:0004519, GO:0004523, GO:0016787, GO:0006401, GO:0003676",
scf7180000000008_quiver_1808,155,327.02,2.10E-113,gi|504643639|ref|WP_014830741.1|ribonuclease HI [Enterobacter cloacae] ,"GO:0090305, GO:0000287, GO:0005737, GO:0090502, GO:0004518, GO:0046872, GO:0004519, GO:0016787, GO:0006401, GO:0004523, GO:0003676",
scf7180000000008_quiver_1808,155,326.25,3.93E-113,gi|850374478|ref|WP_048029947.1|MULTISPECIES: ribonuclease HI [Leclercia] ,"GO:0090305, GO:0000287, GO:0005737, GO:0090502, GO:0004518, GO:0046872, GO:0004519, GO:0016787, GO:0004523, GO:0006401, GO:0003676",
scf7180000000008_quiver_1808,155,326.25,4.39E-113,gi|654547904|ref|WP_028015610.1|MULTISPECIES: ribonuclease HI [Enterobacteriaceae] ,"GO:0090305, GO:0000287, GO:0005737, GO:0090502, GO:0004518, GO:0046872, GO:0004519, GO:0004523, GO:0006401, GO:0016787, GO:0003676",
scf7180000000008_quiver_1808,155,325.865,5.23E-113,gi|556425558|ref|WP_023310485.1|MULTISPECIES: ribonuclease HI [Enterobacter] ,"GO:0090305, GO:0000287, GO:0005737, GO:0090502, GO:0046872, GO:0004518, GO:0004519, GO:0016787, GO:0006401, GO:0004523, GO:0003676",
scf7180000000008_quiver_1808,155,325.865,5.90E-113,gi|504695558|ref|WP_014882660.1|MULTISPECIES: ribonuclease HI [Enterobacter] ,"GO:0090305, GO:0000287, GO:0005737, GO:0090502, GO:0004518, GO:0046872, GO:0004519, GO:0004523, GO:0016787, GO:0006401, GO:0003676",
scf7180000000008_quiver_1808,155,325.479,8.03E-113,gi|556486866|ref|WP_023334599.1|MULTISPECIES: ribonuclease HI [Enterobacterales] ,"GO:0090305, GO:0000287, GO:0005737, GO:0090502, GO:0046872, GO:0004518, GO:0004519, GO:0016787, GO:0006401, GO:0004523, GO:0003676",
scf7180000000008_quiver_1808,155,324.709,1.81E-112,gi|503934747|ref|WP_014168741.1|MULTISPECIES: ribonuclease HI [Enterobacter] ,"GO:0090305, GO:0000287, GO:0005737, GO:0090502, GO:0046872, GO:0004518, GO:0004519, GO:0016787, GO:0004523, GO:0006401, GO:0003676",
scf7180000000008_quiver_1808,155,324.324,2.35E-112,gi|489959931|ref|WP_003863238.1|MULTISPECIES: ribonuclease HI [Bacteria] ,"GO:0090305, GO:0000287, GO:0005737, GO:0090502, GO:0004518, GO:0046872, GO:0004519, GO:0004523, GO:0016787, GO:0006401, GO:0003676",
scf7180000000008_quiver_1809,238,487.649,3.56E-174,gi|556425557|ref|WP_023310484.1|MULTISPECIES: class I SAM-dependent methyltransferase [Enterobacterales] ,"GO:0008152, GO:0008168, GO:0032259",
scf7180000000008_quiver_1809,238,487.263,3.71E-174,gi|798945392|ref|WP_045909859.1|MULTISPECIES: class I SAM-dependent methyltransferase [Enterobacteriaceae] ,"GO:0008152, GO:0008168, GO:0032259",
scf7180000000008_quiver_1809,238,486.108,1.14E-173,gi|695719443|ref|WP_032646943.1|MULTISPECIES: class I SAM-dependent methyltransferase [Enterobacter] ,"GO:0008152, GO:0008168, GO:0032259",
scf7180000000008_quiver_1809,238,486.108,1.28E-173,gi|495775698|ref|WP_008500277.1|MULTISPECIES: class I SAM-dependent methyltransferase [Enterobacteriaceae] ,"GO:0008152, GO:0016740, GO:0008168, GO:0032259",
scf7180000000008_quiver_1809,238,484.952,3.77E-173,gi|976152327|ref|WP_059310522.1|MULTISPECIES: class I SAM-dependent methyltransferase [Enterobacter cloacae complex] ,"GO:0008152, GO:0008168, GO:0032259",
scf7180000000008_quiver_1810,252,518.464,0,gi|658547172|ref|WP_029739688.1|hydroxyacylglutathione hydrolase [Enterobacter asburiae] ,"GO:0004416, GO:0046872, GO:0019243, GO:0016787",
scf7180000000008_quiver_1811,394,804.668,0,gi|556486863|ref|WP_023334596.1|MULTISPECIES: murein transglycosylase D [Enterobacter] ,"GO:0016020, GO:0000270, GO:0008933",
scf7180000000008_quiver_1811,394,801.586,0,gi|556489055|ref|WP_023336785.1|MULTISPECIES: murein transglycosylase D [Enterobacter] ,"GO:0016020, GO:0000270, GO:0008933",
scf7180000000008_quiver_1811,394,801.201,0,gi|556303275|ref|WP_023293221.1|MULTISPECIES: murein transglycosylase D [Enterobacteriaceae] ,"GO:0016020, GO:0000270, GO:0008933",
scf7180000000008_quiver_1811,394,800.431,0,gi|695717469|ref|WP_032645479.1|MULTISPECIES: murein transglycosylase D [Enterobacter] ,"GO:0016020, GO:0016829, GO:0000270, GO:0008933",
scf7180000000008_quiver_1811,394,799.66,0,gi|998245555|ref|WP_061099150.1|murein transglycosylase D [Enterobacter cloacae] ,"GO:0016020, GO:0000270, GO:0008933",
scf7180000000008_quiver_1811,394,799.66,0,gi|695746209|ref|WP_032672480.1|MULTISPECIES: murein transglycosylase D [Enterobacter] ,"GO:0016020, GO:0000270, GO:0008933",
scf7180000000008_quiver_1812,257,517.309,0,gi|695719440|ref|WP_032646941.1|MULTISPECIES: SAM-dependent methyltransferase [Enterobacter] ,"GO:0008152, GO:0008168, GO:0016740, GO:0032259",
scf7180000000008_quiver_1812,257,515.768,0,gi|654547900|ref|WP_028015606.1|MULTISPECIES: SAM-dependent methyltransferase [Enterobacteriaceae] ,"GO:0008152, GO:0016740, GO:0008168, GO:0032259",
scf7180000000008_quiver_1813,274,565.459,0,gi|555089568|gb|ESM32706.1|hypothetical protein L402_02336 [Enterobacter cloacae BWH 31] ,GO:0005737,
scf7180000000008_quiver_1813,274,563.533,0,gi|584247116|gb|EWG66555.1|hypothetical protein P349_04810 [Enterobacter sp. DC4] ,GO:0005737,
scf7180000000008_quiver_1813,274,562.762,0,gi|400217042|gb|EJO47940.1|endonuclease/exonuclease/phosphatase [Enterobacter sp. SST3] ,GO:0005737,
scf7180000000008_quiver_1813,274,556.984,0,gi|550211476|gb|ERP01828.1|hypothetical protein L354_00837 [Enterobacter sp. MGH 8] ,GO:0005737,
scf7180000000008_quiver_1813,274,556.984,0,gi|523468622|gb|EPR40471.1|UPF0294 protein yafD [Enterobacter cloacae str. Hanford] ,GO:0005737,
scf7180000000008_quiver_1813,274,556.984,0,gi|365748030|gb|AEW72257.1|YafD [Enterobacter cloacae EcWSU1],GO:0005737,
scf7180000000008_quiver_1813,274,556.214,0,gi|333390824|gb|EGK61953.1|endonuclease/exonuclease/phosphatase [Enterobacter hormaechei ATCC 49162],"GO:0090305, GO:0004527, GO:0005737, GO:0004519",
scf7180000000008_quiver_1813,274,555.829,0,gi|550215821|gb|ERP06174.1|hypothetical protein L360_00858 [Enterobacter sp. MGH 14] ,GO:0005737,
scf7180000000008_quiver_1814,391,744.191,0,gi|998245557|ref|WP_061099152.1|MFS transporter [Enterobacter cloacae] ,"GO:0055085, GO:0016021, GO:0008643, GO:0005215",
scf7180000000008_quiver_1814,391,744.191,0,gi|654547898|ref|WP_028015604.1|MULTISPECIES: MFS transporter [Enterobacteriaceae] ,"GO:0055085, GO:0016020, GO:0016021, GO:0008643, GO:0005215",
scf7180000000008_quiver_1814,391,742.265,0,gi|556303284|ref|WP_023293223.1|MULTISPECIES: MFS transporter [Enterobacter cloacae complex] ,"GO:0055085, GO:0016020, GO:0016021, GO:0005215",
scf7180000000008_quiver_1815,301,616.69,0,gi|798945412|ref|WP_045909864.1|MULTISPECIES: LysR family transcriptional regulator [Enterobacteriaceae] ,"GO:0003677, GO:0003700, GO:0006351, GO:0006355",
scf7180000000008_quiver_1815,301,616.305,0,gi|503934740|ref|WP_014168734.1|MULTISPECIES: LysR family transcriptional regulator [Enterobacter] ,"GO:0003677, GO:0003700, GO:0006351, GO:0006355",
scf7180000000008_quiver_1815,301,613.609,0,gi|998245558|ref|WP_061099153.1|LysR family transcriptional regulator [Enterobacter cloacae] ,"GO:0003700, GO:0006355",
scf7180000000008_quiver_1815,301,612.453,0,gi|695700039|ref|WP_032638271.1|MULTISPECIES: LysR family transcriptional regulator [Enterobacter cloacae complex] ,"GO:0003677, GO:0003700, GO:0006351, GO:0006355",
scf7180000000008_quiver_1815,301,612.068,0,gi|983404345|ref|WP_060571884.1|LysR family transcriptional regulator [Enterobacter sp. 50588862] ,"GO:0003677, GO:0003700, GO:0006351, GO:0006355",
scf7180000000008_quiver_1815,301,612.068,0,gi|556480568|ref|WP_023332148.1|MULTISPECIES: LysR family transcriptional regulator [Enterobacter] ,"GO:0003677, GO:0003700, GO:0006351, GO:0006355",
scf7180000000008_quiver_1816,267,535.028,0,"gi|495775705|ref|WP_008500284.1|MULTISPECIES: 2,5-didehydrogluconate reductase DkgB [Enterobacter] ","GO:0016491, GO:0055114",
scf7180000000008_quiver_1816,267,534.258,0,"gi|695719435|ref|WP_032646936.1|MULTISPECIES: 2,5-didehydrogluconate reductase DkgB [Enterobacter] ","GO:0016491, GO:0055114",
scf7180000000008_quiver_1816,267,532.717,0,"gi|779816447|ref|WP_045335355.1|MULTISPECIES: 2,5-didehydrogluconate reductase DkgB [Enterobacter cloacae complex] ","GO:0016491, GO:0055114",
scf7180000000008_quiver_1817,188,393.66,9.91E-139,"gi|976153720|ref|WP_059311915.1|MULTISPECIES: D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase [Enterobacter cloacae complex] ","GO:0005737, GO:0016791, GO:0016311, GO:0005975, GO:0016787",
scf7180000000008_quiver_1817,188,392.119,4.66E-138,"gi|798935213|ref|WP_045907848.1|MULTISPECIES: D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase [Enterobacteriaceae] ","GO:0005737, GO:0016791, GO:0016311, GO:0005975, GO:0016787",
scf7180000000008_quiver_1817,188,390.193,2.64E-137,"gi|503835000|ref|WP_014068994.1|MULTISPECIES: D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase [Enterobacter] ","GO:0005737, GO:0016791, GO:0016311, GO:0005975, GO:0016787",
scf7180000000008_quiver_1817,188,389.037,7.08E-137,"gi|746204013|ref|WP_039260558.1|MULTISPECIES: D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase [Enterobacter] ","GO:0005737, GO:0016791, GO:0016311, GO:0005975, GO:0016787",
scf7180000000008_quiver_1817,188,389.037,7.08E-137,"gi|503934738|ref|WP_014168732.1|MULTISPECIES: D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase [Enterobacter] ","GO:0005737, GO:0016791, GO:0016311, GO:0016787, GO:0005975",
scf7180000000008_quiver_1817,188,388.652,1.01E-136,"gi|495777300|ref|WP_008501879.1|MULTISPECIES: D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase [Enterobacteriaceae] ","GO:0005737, GO:0016791, GO:0016311, GO:0005975, GO:0016787",
scf7180000000008_quiver_1817,188,388.652,1.16E-136,"gi|556489050|ref|WP_023336781.1|MULTISPECIES: D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase [Enterobacter cloacae complex] ","GO:0005737, GO:0016791, GO:0016311, GO:0005975, GO:0016787",
scf7180000000008_quiver_1818,343,706.442,0,"gi|556425548|ref|WP_023310475.1|MULTISPECIES: D-methionine ABC transporter, ATP-binding protein [Enterobacterales] ","GO:0000166, GO:0048474, GO:0048473, GO:0016020, GO:0016787, GO:0016887, GO:0043190, GO:0015821, GO:0015424, GO:0042626, GO:0055085, GO:0009276, GO:0006810, GO:0006865, GO:0003333, GO:0005524, GO:0005886",
scf7180000000008_quiver_1818,343,704.901,0,"gi|556480566|ref|WP_023332146.1|MULTISPECIES: D-methionine ABC transporter, ATP-binding protein [Enterobacter] ","GO:0000166, GO:0048474, GO:0048473, GO:0016020, GO:0016787, GO:0015821, GO:0016887, GO:0043190, GO:0015424, GO:0042626, GO:0055085, GO:0009276, GO:0006865, GO:0006810, GO:0003333, GO:0005524, GO:0005886",
scf7180000000008_quiver_1818,343,704.516,0,"gi|556486857|ref|WP_023334590.1|MULTISPECIES: D-methionine ABC transporter, ATP-binding protein [Enterobacteriaceae] ","GO:0048474, GO:0000166, GO:0048473, GO:0016020, GO:0016787, GO:0015821, GO:0016887, GO:0043190, GO:0015424, GO:0042626, GO:0055085, GO:0009276, GO:0006810, GO:0006865, GO:0003333, GO:0005524, GO:0005886",
scf7180000000008_quiver_1818,343,703.36,0,"gi|798935209|ref|WP_045907847.1|MULTISPECIES: D-methionine ABC transporter, ATP-binding protein [Enterobacter] ","GO:0000166, GO:0048474, GO:0048473, GO:0016020, GO:0016787, GO:0043190, GO:0016887, GO:0015821, GO:0015424, GO:0042626, GO:0055085, GO:0009276, GO:0006865, GO:0006810, GO:0003333, GO:0005524, GO:0005886",
scf7180000000008_quiver_1818,343,702.975,0,"gi|695712147|ref|WP_032644150.1|MULTISPECIES: D-methionine ABC transporter, ATP-binding protein [Enterobacter cloacae complex] ","GO:0048474, GO:0000166, GO:0048473, GO:0016020, GO:0016787, GO:0015821, GO:0016887, GO:0043190, GO:0015424, GO:0042626, GO:0055085, GO:0009276, GO:0006865, GO:0006810, GO:0003333, GO:0005524, GO:0005886",
scf7180000000008_quiver_1818,343,701.819,0,"gi|504643629|ref|WP_014830731.1|D-methionine ABC transporter, ATP-binding protein [Enterobacter cloacae] ","GO:0048474, GO:0000166, GO:0048473, GO:0016020, GO:0016787, GO:0043190, GO:0015821, GO:0016887, GO:0015424, GO:0042626, GO:0055085, GO:0009276, GO:0006810, GO:0006865, GO:0003333, GO:0005524, GO:0005886",
scf7180000000008_quiver_1819,217,420.624,1.94E-148,gi|489952823|ref|WP_003856130.1|MULTISPECIES: D-methionine ABC transporter permease MetI [Bacteria] ,"GO:0016020, GO:0016021, GO:0006810, GO:0005886","YP_003611514.1, ADF60565.1"
scf7180000000008_quiver_1819,217,420.239,3.40E-148,gi|504643628|ref|WP_014830730.1|D-methionine ABC transporter permease MetI [Enterobacter cloacae] ,"GO:0016020, GO:0016021, GO:0006810, GO:0005886",
scf7180000000008_quiver_1819,217,420.239,3.40E-148,gi|772673146|ref|WP_045285886.1|D-methionine ABC transporter permease MetI [Enterobacter cloacae complex sp. 35699] ,"GO:0016020, GO:0016021, GO:0006810, GO:0005886",
scf7180000000008_quiver_1819,217,420.239,3.40E-148,gi|500911303|ref|WP_012016144.1|MULTISPECIES: D-methionine ABC transporter permease MetI [Enterobacteriaceae] ,"GO:0016020, GO:0016021, GO:0006810, GO:0005886",
scf7180000000008_quiver_1819,217,419.083,9.11E-148,gi|503934736|ref|WP_014168730.1|MULTISPECIES: D-methionine ABC transporter permease MetI [Enterobacterales] ,"GO:0016020, GO:0016021, GO:0006810, GO:0005886",
scf7180000000008_quiver_1819,217,417.927,2.12E-147,gi|695656172|ref|WP_032621338.1|D-methionine ABC transporter permease MetI [Lelliottia amnigena] ,"GO:0016020, GO:0016021, GO:0006810, GO:0005886",
scf7180000000008_quiver_1819,217,417.542,2.98E-147,gi|798817977|ref|WP_045888176.1|D-methionine ABC transporter permease MetI [Enterobacter asburiae] ,"GO:0016020, GO:0016021, GO:0006810, GO:0005886",
scf7180000000008_quiver_1819,217,417.542,3.01E-147,gi|983405817|ref|WP_060573356.1|D-methionine ABC transporter permease MetI [Enterobacter sp. 50588862] ,"GO:0016020, GO:0016021, GO:0006810, GO:0005886",
scf7180000000008_quiver_1821,134,270.781,8.99E-92,gi|495777304|ref|WP_008501883.1|MULTISPECIES: Rcs stress response system protein RcsF [Enterobacterales] ,"GO:0007165, GO:0016020, GO:0036406, GO:0009279, GO:0035556, GO:0005622",
scf7180000000008_quiver_1821,134,269.626,2.44E-91,gi|695723084|ref|WP_032649711.1|MULTISPECIES: Rcs stress response system protein RcsF [Enterobacter] ,"GO:0007165, GO:0016020, GO:0036406, GO:0009279, GO:0035556, GO:0005622",
scf7180000000008_quiver_1821,134,268.855,5.04E-91,gi|556486856|ref|WP_023334589.1|MULTISPECIES: Rcs stress response system protein RcsF [Enterobacter] ,"GO:0007165, GO:0016020, GO:0036406, GO:0009279, GO:0035556, GO:0005622",
scf7180000000008_quiver_1821,134,268.085,8.34E-91,gi|647319517|ref|WP_025756835.1|MULTISPECIES: Rcs stress response system protein RcsF [Enterobacter] ,"GO:0007165, GO:0016020, GO:0036406, GO:0009279, GO:0035556, GO:0005622",
scf7180000000008_quiver_1821,134,267.7,1.25E-90,gi|772673144|ref|WP_045285885.1|Rcs stress response system protein RcsF [Enterobacter cloacae complex sp. 35699] ,"GO:0007165, GO:0016020, GO:0036406, GO:0009279, GO:0035556, GO:0005622",
scf7180000000008_quiver_1821,134,266.929,2.29E-90,gi|976153721|ref|WP_059311916.1|MULTISPECIES: Rcs stress response system protein RcsF [Enterobacter cloacae complex] ,"GO:0007165, GO:0016020, GO:0036406, GO:0009279, GO:0035556, GO:0005622",
scf7180000000008_quiver_1821,134,261.922,2.51E-88,gi|503934733|ref|WP_014168727.1|MULTISPECIES: Rcs stress response system protein RcsF [Enterobacter] ,"GO:0007165, GO:0016020, GO:0036406, GO:0009279, GO:0035556, GO:0005622",
scf7180000000008_quiver_1822,235,474.937,2.65E-169,gi|746204023|ref|WP_039260568.1|MULTISPECIES: tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO [Enterobacterales] ,"GO:0016740, GO:0008168, GO:0032259",
scf7180000000008_quiver_1822,235,474.167,5.42E-169,gi|695723086|ref|WP_032649713.1|MULTISPECIES: tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO [Enterobacter] ,"GO:0008168, GO:0016740, GO:0032259",
scf7180000000008_quiver_1822,235,473.781,6.97E-169,gi|779867805|ref|WP_045355201.1|MULTISPECIES: tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO [Enterobacter cloacae complex] ,"GO:0008168, GO:0016740, GO:0032259",
scf7180000000008_quiver_1822,235,473.396,1.07E-168,gi|695749718|ref|WP_032675982.1|MULTISPECIES: tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO [Enterobacteriaceae] ,"GO:0016740, GO:0008168, GO:0032259",
scf7180000000008_quiver_1823,572,1177.16,0,gi|695723088|ref|WP_032649715.1|MULTISPECIES: proline--tRNA ligase [Enterobacter] ,"GO:0006418, GO:0000166, GO:0005737, GO:0004812, GO:0006450, GO:0002161, GO:0004827, GO:0006433, GO:0016874, GO:0005524, GO:0006412",
scf7180000000008_quiver_1823,572,1176.39,0,gi|850371014|ref|WP_048028425.1|MULTISPECIES: proline--tRNA ligase [Enterobacteriaceae] ,"GO:0006418, GO:0000166, GO:0005737, GO:0004812, GO:0006450, GO:0002161, GO:0004827, GO:0006433, GO:0016874, GO:0005524, GO:0006412",
scf7180000000008_quiver_1823,572,1175.61,0,gi|697052075|ref|WP_033144681.1|MULTISPECIES: proline--tRNA ligase [Enterobacterales] ,"GO:0006418, GO:0000166, GO:0005737, GO:0004812, GO:0006450, GO:0004827, GO:0002161, GO:0006433, GO:0016874, GO:0006412, GO:0005524",
scf7180000000008_quiver_1823,572,1175.23,0,gi|798935201|ref|WP_045907845.1|MULTISPECIES: proline--tRNA ligase [Enterobacter] ,"GO:0006418, GO:0000166, GO:0005737, GO:0004812, GO:0006450, GO:0002161, GO:0004827, GO:0006433, GO:0016874, GO:0005524, GO:0006412",
scf7180000000008_quiver_1823,572,1175.23,0,gi|647639631|ref|WP_025912202.1|MULTISPECIES: proline--tRNA ligase [Enterobacter cloacae complex] ,"GO:0006418, GO:0000166, GO:0005737, GO:0004812, GO:0006450, GO:0002161, GO:0004827, GO:0006433, GO:0016874, GO:0006412, GO:0005524",
scf7180000000008_quiver_1823,572,1174.07,0,gi|695712143|ref|WP_032644148.1|MULTISPECIES: proline--tRNA ligase [Enterobacter cloacae complex] ,"GO:0006418, GO:0000166, GO:0005737, GO:0004812, GO:0006450, GO:0004827, GO:0002161, GO:0006433, GO:0016874, GO:0005524, GO:0006412",
scf7180000000008_quiver_1825,140,278.485,1.16E-94,gi|695723093|ref|WP_032649720.1|MULTISPECIES: aminoacyl-tRNA hydrolase [Enterobacter] ,"GO:0003747, GO:0004045, GO:0006415, GO:0016787",
scf7180000000008_quiver_1825,140,277.715,2.08E-94,gi|654550594|ref|WP_028018285.1|MULTISPECIES: aminoacyl-tRNA hydrolase [Enterobacteriaceae] ,"GO:0003747, GO:0006415",
scf7180000000008_quiver_1825,140,276.944,4.89E-94,gi|556425544|ref|WP_023310471.1|MULTISPECIES: aminoacyl-tRNA hydrolase [Enterobacter] ,"GO:0003747, GO:0006415",
scf7180000000008_quiver_1825,140,276.944,5.61E-94,gi|365748017|gb|AEW72244.1|YaeJ [Enterobacter cloacae EcWSU1],"GO:0003747, GO:0006415",
scf7180000000008_quiver_1825,140,276.559,6.72E-94,gi|495777308|ref|WP_008501887.1|MULTISPECIES: aminoacyl-tRNA hydrolase [Enterobacteriaceae] ,"GO:0003747, GO:0006415, GO:0016787",
scf7180000000008_quiver_1825,140,276.174,8.02E-94,gi|695712133|ref|WP_032644145.1|MULTISPECIES: aminoacyl-tRNA hydrolase [Enterobacter cloacae complex] ,"GO:0003747, GO:0006415",
scf7180000000008_quiver_1825,140,276.174,8.94E-94,gi|527035726|ref|WP_020882624.1|MULTISPECIES: aminoacyl-tRNA hydrolase [Enterobacter] ,"GO:0003747, GO:0006415",
scf7180000000008_quiver_1825,140,275.404,2.15E-93,gi|503834993|ref|WP_014068987.1|MULTISPECIES: aminoacyl-tRNA hydrolase [Enterobacter] ,"GO:0003747, GO:0006415",
scf7180000000008_quiver_1829,429,803.897,0,gi|556486851|ref|WP_023334584.1|tRNA lysidine(34) synthetase TilS [Enterobacter sp. MGH 24] ,"GO:0000166, GO:0005737, GO:0016879, GO:0008033, GO:0006400, GO:0016874, GO:0005524",
scf7180000000008_quiver_1830,129,269.24,1.96E-91,gi|556486850|ref|WP_023334583.1|MULTISPECIES: VOC family protein [Enterobacterales] ,GO:0016829,
scf7180000000008_quiver_1830,129,268.47,5.31E-91,gi|654547885|ref|WP_028015591.1|MULTISPECIES: VOC family protein [Enterobacteriaceae] ,GO:0016829,
scf7180000000008_quiver_1830,129,267.7,9.40E-91,gi|495777314|ref|WP_008501893.1|MULTISPECIES: VOC family protein [Enterobacteriaceae] ,GO:0016829,
scf7180000000008_quiver_1830,129,266.929,1.66E-90,gi|695723098|ref|WP_032649725.1|MULTISPECIES: VOC family protein [Enterobacter] ,GO:0016829,
scf7180000000008_quiver_1830,129,266.544,2.44E-90,gi|695712122|ref|WP_032644141.1|MULTISPECIES: VOC family protein [Enterobacter cloacae complex] ,GO:0016829,
scf7180000000008_quiver_1830,129,265.774,4.67E-90,gi|556303323|ref|WP_023293230.1|MULTISPECIES: VOC family protein [Enterobacter] ,GO:0016829,
scf7180000000008_quiver_1830,129,265.774,5.81E-90,gi|556425541|ref|WP_023310468.1|MULTISPECIES: VOC family protein [Enterobacter] ,GO:0016829,
scf7180000000008_quiver_1830,129,265.388,7.91E-90,gi|489952844|ref|WP_003856151.1|MULTISPECIES: VOC family protein [Enterobacteriaceae] ,GO:0016829,
scf7180000000008_quiver_1831,710,1470.68,0,gi|798935180|ref|WP_045907842.1|MULTISPECIES: lysine decarboxylase LdcC [Enterobacter] ,"GO:0005737, GO:0003824, GO:0016829, GO:0006520, GO:0008923, GO:0016831",
scf7180000000008_quiver_1831,710,1469.91,0,gi|850371031|ref|WP_048028433.1|MULTISPECIES: lysine decarboxylase LdcC [Leclercia] ,"GO:0005737, GO:0003824, GO:0016829, GO:0006520, GO:0008923, GO:0016831",
scf7180000000008_quiver_1831,710,1468.75,0,gi|798817967|ref|WP_045888175.1|lysine decarboxylase LdcC [Enterobacter asburiae] ,"GO:0005737, GO:0003824, GO:0016829, GO:0006520, GO:0008923, GO:0016831",
scf7180000000008_quiver_1832,319,646.736,0,gi|647319508|ref|WP_025756826.1|MULTISPECIES: acetyl-CoA carboxylase carboxyl transferase subunit alpha [Enterobacter] ,"GO:2001295, GO:0000166, GO:0005737, GO:0003989, GO:0006629, GO:0006631, GO:0016740, GO:0016874, GO:0005524, GO:0009317, GO:0006633",
scf7180000000008_quiver_1832,319,646.351,0,gi|489952847|ref|WP_003856154.1|MULTISPECIES: acetyl-CoA carboxylase carboxyl transferase subunit alpha [Bacteria] ,"GO:2001295, GO:0000166, GO:0005737, GO:0003989, GO:0006629, GO:0006631, GO:0016740, GO:0016874, GO:0009317, GO:0005524, GO:0006633",
scf7180000000008_quiver_1832,319,646.351,0,gi|495777316|ref|WP_008501895.1|MULTISPECIES: acetyl-CoA carboxylase carboxyl transferase subunit alpha [Enterobacteriaceae] ,"GO:2001295, GO:0000166, GO:0005737, GO:0003989, GO:0006629, GO:0006631, GO:0016740, GO:0016874, GO:0005524, GO:0009317, GO:0006633",
scf7180000000008_quiver_1832,319,645.966,0,gi|779847315|ref|WP_045346801.1|MULTISPECIES: acetyl-CoA carboxylase carboxyl transferase subunit alpha [Enterobacter cloacae complex] ,"GO:2001295, GO:0000166, GO:0005737, GO:0003989, GO:0006629, GO:0006631, GO:0016874, GO:0009317, GO:0005524, GO:0006633",
scf7180000000008_quiver_1832,319,645.195,0,gi|503934722|ref|WP_014168716.1|MULTISPECIES: acetyl-CoA carboxylase carboxyl transferase subunit alpha [Enterobacter] ,"GO:2001295, GO:0000166, GO:0005737, GO:0003989, GO:0006629, GO:0006631, GO:0016740, GO:0016874, GO:0005524, GO:0009317, GO:0006633",
scf7180000000008_quiver_1832,319,644.81,0,gi|556425539|ref|WP_023310466.1|MULTISPECIES: acetyl-CoA carboxylase carboxyl transferase subunit alpha [Enterobacterales] ,"GO:2001295, GO:0000166, GO:0005737, GO:0003989, GO:0006629, GO:0006631, GO:0016874, GO:0009317, GO:0005524, GO:0006633",
scf7180000000008_quiver_1832,319,644.425,0,gi|502860690|ref|WP_013095666.1|MULTISPECIES: acetyl-CoA carboxylase carboxyl transferase subunit alpha [Enterobacteriaceae] ,"GO:2001295, GO:0000166, GO:0005737, GO:0003989, GO:0006629, GO:0006631, GO:0016740, GO:0016874, GO:0005524, GO:0009317, GO:0006633","ADF60551.1, YP_003611500.1"
