State,Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names,InterPro IDs,InterPro GO IDs,InterPro GO Names
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1463,Pip domain-containing,890,20,0,98.95,1,C:GO:0016021,C:integral component of membrane,,,IPR013525 (PFAM); IPR017501 (TIGRFAM); PF12698 (PFAM); IPR017500 (TIGRFAM); PTHR43077 (PANTHER); PTHR43077:SF3 (PANTHER); IPR020846 (CDD),C:GO:0016020,C:membrane
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_1464,MULTISPECIES: hypothetical protein,76,20,3.63E-46,87.25,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1465,aldo keto reductase,250,20,0,99.6,2,F:GO:0004725; P:GO:0035335,F:protein tyrosine phosphatase activity; P:peptidyl-tyrosine dephosphorylation,EC:3.1.3.16; EC:3.1.3.48; EC:3.1.3.41,Protein-serine/threonine phosphatase; Protein-tyrosine-phosphatase; 4-nitrophenylphosphatase,IPR029021 (G3DSA:3.90.190.GENE3D); IPR026893 (PFAM); PTHR31126 (PANTHER); PTHR31126:SF21 (PANTHER); IPR000387 (PROSITE_PROFILES); IPR029021 (SUPERFAMILY),P:GO:0016311; F:GO:0016791,P:dephosphorylation; F:phosphatase activity
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_1466,M trans-acting positive regulator,492,20,0,99.87,,,,,,IPR036388 (G3DSA:1.10.10.GENE3D); IPR007737 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1467,signal peptidase I,191,20,8.07E-137,99.84,3,P:GO:0006508; F:GO:0008236; C:GO:0016021,P:proteolysis; F:serine-type peptidase activity; C:integral component of membrane,,,IPR000223 (PRINTS); IPR015927 (PFAM); G3DSA:2.10.109.10 (GENE3D); IPR000223 (TIGRFAM); PTHR43390:SF1 (PANTHER); PTHR43390 (PANTHER); cd06530 (CDD); IPR036286 (SUPERFAMILY),P:GO:0006508; F:GO:0008236; C:GO:0016020,P:proteolysis; F:serine-type peptidase activity; C:membrane
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_1468,M repeat,431,20,0,99.52,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1469,hypothetical protein,231,20,7.45E-167,99.37,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1470,family transcriptional regulator,125,20,2.73E-85,97.66,3,F:GO:0003677; F:GO:0004519; P:GO:0090305,F:DNA binding; F:endonuclease activity; P:nucleic acid phosphodiester bond hydrolysis,,,IPR011067 (G3DSA:2.30.30.GENE3D); IPR003477 (PFAM); IPR003477 (PIRSF); IPR003477 (PANTHER); PTHR33988:SF2 (PANTHER); SSF50118 (SUPERFAMILY),F:GO:0003677,F:DNA binding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1471,alanine racemase,371,20,0,99.88,3,F:GO:0008784; F:GO:0030170; P:GO:0030632,F:alanine racemase activity; F:pyridoxal phosphate binding; P:D-alanine biosynthetic process,EC:5.1.1.1; EC:5.1.1.10,Alanine racemase; Amino-acid racemase,IPR000821 (PRINTS); IPR011079 (SMART); IPR011079 (PFAM); IPR009006 (G3DSA:2.40.37.GENE3D); IPR000821 (TIGRFAM); IPR001608 (PFAM); IPR029066 (G3DSA:3.20.20.GENE3D); PTHR30511 (PANTHER); PTHR30511:SF0 (PANTHER); IPR000821 (HAMAP); cd00430 (CDD); IPR009006 (SUPERFAMILY); IPR029066 (SUPERFAMILY),F:GO:0003824; P:GO:0006522; F:GO:0008784,F:catalytic activity; P:alanine metabolic process; F:alanine racemase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1472,holo-[acyl-carrier- ] synthase,117,20,7.24E-80,92.83,4,F:GO:0000287; C:GO:0005737; P:GO:0006633; F:GO:0008897,F:magnesium ion binding; C:cytoplasm; P:fatty acid biosynthetic process; F:holo-[acyl-carrier-protein] synthase activity,EC:2.7.8.7,Holo-[acyl-carrier-protein] synthase,IPR008278 (PFAM); IPR004568 (TIGRFAM); IPR037143 (G3DSA:3.90.470.GENE3D); IPR002582 (TIGRFAM); IPR002582 (PANTHER); IPR004568 (PRODOM); IPR002582 (HAMAP); IPR037143 (SUPERFAMILY),F:GO:0000287; P:GO:0006633; F:GO:0008897,F:magnesium ion binding; P:fatty acid biosynthetic process; F:holo-[acyl-carrier-protein] synthase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1473,DEAD-box ATP dependent DNA helicase,515,20,0,99.88,6,F:GO:0003723; F:GO:0004004; F:GO:0005524; C:GO:0005737; P:GO:0006401; P:GO:0010501,F:RNA binding; F:ATP-dependent RNA helicase activity; F:ATP binding; C:cytoplasm; P:RNA catabolic process; P:RNA secondary structure unwinding,EC:3.6.1.3; EC:3.6.1.15,Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase,IPR001650 (SMART); IPR014001 (SMART); IPR011545 (PFAM); G3DSA:3.40.50.300 (GENE3D); G3DSA:3.40.50.300 (GENE3D); IPR001650 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR24031 (PANTHER); PTHR24031:SF349 (PANTHER); IPR014014 (PROSITE_PROFILES); IPR014001 (PROSITE_PROFILES); IPR030880 (HAMAP); IPR001650 (PROSITE_PROFILES); cd00268 (CDD); IPR001650 (CDD); IPR027417 (SUPERFAMILY),F:GO:0003676; F:GO:0004004; F:GO:0005524; P:GO:0010501,F:nucleic acid binding; F:ATP-dependent RNA helicase activity; F:ATP binding; P:RNA secondary structure unwinding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1474,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,457,20,0,99.95,8,F:GO:0005524; C:GO:0005737; P:GO:0007049; P:GO:0008360; P:GO:0009252; F:GO:0047480; P:GO:0051301; P:GO:0071555,F:ATP binding; C:cytoplasm; P:cell cycle; P:regulation of cell shape; P:peptidoglycan biosynthetic process; F:UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity; P:cell division; P:cell wall organization,EC:6.3.2.10,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,G3DSA:3.40.1390.10 (GENE3D); IPR005863 (TIGRFAM); IPR036615 (G3DSA:3.90.190.GENE3D); IPR036565 (G3DSA:3.40.1190.GENE3D); IPR004101 (PFAM); IPR000713 (PFAM); IPR013221 (PFAM); PTHR43024 (PANTHER); IPR005863 (HAMAP); IPR036615 (SUPERFAMILY); IPR035911 (SUPERFAMILY); IPR036565 (SUPERFAMILY),F:GO:0005524; C:GO:0005737; P:GO:0009058; F:GO:0016874; F:GO:0047480; P:GO:0071555,F:ATP binding; C:cytoplasm; P:biosynthetic process; F:ligase activity; F:UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity; P:cell wall organization
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1475,D-alanine-D-alanine ligase,356,20,0,99.68,8,F:GO:0000287; F:GO:0005524; C:GO:0005737; P:GO:0008360; F:GO:0008716; P:GO:0009252; F:GO:0030145; P:GO:0071555,F:magnesium ion binding; F:ATP binding; C:cytoplasm; P:regulation of cell shape; F:D-alanine-D-alanine ligase activity; P:peptidoglycan biosynthetic process; F:manganese ion binding; P:cell wall organization,EC:6.3.2.4,D-alanine--D-alanine ligase,IPR011127 (PFAM); IPR011095 (PFAM); G3DSA:3.30.470.20 (GENE3D); G3DSA:3.40.50.20 (GENE3D); IPR013815 (G3DSA:3.30.1490.GENE3D); IPR005905 (PIRSF); IPR005905 (TIGRFAM); PTHR23132 (PANTHER); PTHR23132:SF8 (PANTHER); IPR011761 (PROSITE_PROFILES); IPR005905 (HAMAP); IPR016185 (SUPERFAMILY); SSF56059 (SUPERFAMILY),F:GO:0005524; C:GO:0005737; F:GO:0008716; F:GO:0046872,F:ATP binding; C:cytoplasm; F:D-alanine-D-alanine ligase activity; F:metal ion binding
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_1476,family,148,20,1.64E-101,99.26,,,,,,IPR003791 (PFAM); IPR003791 (PANTHER); IPR003791 (HAMAP),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1477,DNA topoisomerase II,342,20,0,99.81,4,F:GO:0003677; F:GO:0003918; F:GO:0005524; P:GO:0006265,F:DNA binding; F:DNA topoisomerase type II (ATP-hydrolyzing) activity; F:ATP binding; P:DNA topological change,EC:3.6.1.3; EC:5.99.1; EC:5.99.1.3; EC:3.6.1.15,Adenosinetriphosphatase; Other isomerases; DNA topoisomerase (ATP-hydrolyzing); Nucleoside-triphosphate phosphatase,IPR013506 (PFAM); IPR036890 (G3DSA:3.30.565.GENE3D); IPR014721 (G3DSA:3.30.230.GENE3D); IPR001241 (PANTHER); PTHR10169:SF20 (PANTHER); IPR020568 (SUPERFAMILY); IPR036890 (SUPERFAMILY),F:GO:0003677; F:GO:0003918; F:GO:0005524; P:GO:0006265,F:DNA binding; F:DNA topoisomerase type II (ATP-hydrolyzing) activity; F:ATP binding; P:DNA topological change
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1478,carbohydrate kinase,336,20,0,99.6,2,F:GO:0008673; P:GO:0046835,F:2-dehydro-3-deoxygluconokinase activity; P:carbohydrate phosphorylation,EC:2.7.1.45,2-dehydro-3-deoxygluconokinase,IPR011611 (PFAM); IPR029056 (G3DSA:3.40.1190.GENE3D); PTHR43320 (PANTHER); PTHR43320:SF2 (PANTHER); cd01166 (CDD); IPR029056 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, ANNOTATED]",scf7180000000004_quiver_1479,oxo-acid lyase,247,20,0,99.78,1,F:GO:0003824,F:catalytic activity,,,IPR010763 (TIGRFAM); IPR010763 (PFAM); IPR013785 (G3DSA:3.20.20.GENE3D),F:GO:0003824,F:catalytic activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1480,L-seryl-tRNA(Ser) seleniumtransferase,368,20,0,99.67,1,F:GO:0016740,F:transferase activity,,,IPR015421 (G3DSA:3.40.640.GENE3D); IPR018319 (PFAM); IPR006337 (TIGRFAM); PTHR32328 (PANTHER); PTHR32328:SF1 (PANTHER); IPR015424 (SUPERFAMILY),F:GO:0003824,F:catalytic activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1481,dihydroorotase,369,20,0,99.85,3,F:GO:0004151; F:GO:0019213; F:GO:0046872,F:dihydroorotase activity; F:deacetylase activity; F:metal ion binding,EC:3.5.2.3,Dihydroorotase,IPR011059 (G3DSA:2.30.40.GENE3D); G3DSA:3.20.20.140 (GENE3D); IPR020043 (PIRSF); IPR020043 (TIGRFAM); IPR006680 (PFAM); IPR020043 (PANTHER); IPR011059 (SUPERFAMILY); IPR032466 (SUPERFAMILY),F:GO:0016787; F:GO:0016810; F:GO:0019213,"F:hydrolase activity; F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds; F:deacetylase activity"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1482,DUF871 domain-containing,362,20,0,99.61,1,F:GO:0003824,F:catalytic activity,,,IPR013785 (G3DSA:3.20.20.GENE3D); IPR029000 (G3DSA:2.40.100.GENE3D); IPR008589 (PFAM); PTHR38435:SF1 (PANTHER); IPR008589 (PANTHER); IPR017853 (SUPERFAMILY); IPR029000 (SUPERFAMILY),F:GO:0003824,F:catalytic activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1483,conserved domain,82,20,6.75E-50,98.54,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1484,PTS lactose cellobiose family IIC component,437,20,0,99.81,5,C:GO:0005886; F:GO:0008982; P:GO:0009401; C:GO:0016021; P:GO:0034219,C:plasma membrane; F:protein-N(PI)-phosphohistidine-sugar phosphotransferase activity; P:phosphoenolpyruvate-dependent sugar phosphotransferase system; C:integral component of membrane; P:carbohydrate transmembrane transport,EC:2.7.1.69,Transferring phosphorus-containing groups,IPR004501 (TIGRFAM); IPR004796 (PIRSF); IPR003352 (PFAM); PTHR33989 (PANTHER); IPR004501 (PROSITE_PROFILES),F:GO:0008982; P:GO:0009401; C:GO:0016020; C:GO:0016021,F:protein-N(PI)-phosphohistidine-sugar phosphotransferase activity; P:phosphoenolpyruvate-dependent sugar phosphotransferase system; C:membrane; C:integral component of membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1485,membrane,231,20,3.67E-156,99.65,1,C:GO:0016021,C:integral component of membrane,,,IPR025456 (PFAM); IPR025456 (TIGRFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1486,permease,259,20,0,99.73,1,C:GO:0016021,C:integral component of membrane,,,IPR020042 (TIGRFAM); IPR020042 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_1487,EF_0831 AHA_3912 family,118,20,1.95E-77,92.61,,,,,,IPR020037 (TIGRFAM); IPR020037 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_1488,EF_0830 AHA_3911 family,118,20,8.73E-79,98.37,,,,,,IPR020034 (PFAM); IPR020034 (TIGRFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1489,PRD domain-containing,111,20,2.40E-73,99.73,1,P:GO:0006355,"P:regulation of transcription, DNA-templated",,,IPR020044 (TIGRFAM); IPR011608 (PFAM); G3DSA:1.10.1790.10 (GENE3D); IPR011608 (PROSITE_PROFILES); IPR036634 (SUPERFAMILY),P:GO:0006355,"P:regulation of transcription, DNA-templated"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1490,family transcriptional antiterminator,639,20,0,99.95,4,P:GO:0006355; F:GO:0008982; P:GO:0009401; P:GO:0034219,"P:regulation of transcription, DNA-templated; F:protein-N(PI)-phosphohistidine-sugar phosphotransferase activity; P:phosphoenolpyruvate-dependent sugar phosphotransferase system; P:carbohydrate transmembrane transport",EC:2.7.1.69,Transferring phosphorus-containing groups,IPR011608 (PFAM); G3DSA:1.10.1790.10 (GENE3D); IPR007737 (PFAM); G3DSA:3.40.50.2300 (GENE3D); IPR013196 (PFAM); IPR036388 (G3DSA:1.10.10.GENE3D); mobidb-lite (MOBIDB_LITE); PTHR30185 (PANTHER); PTHR30185:SF5 (PANTHER); IPR011608 (PROSITE_PROFILES); IPR013011 (PROSITE_PROFILES); cd05568 (CDD); IPR036634 (SUPERFAMILY),P:GO:0006355; F:GO:0008982; P:GO:0009401,"P:regulation of transcription, DNA-templated; F:protein-N(PI)-phosphohistidine-sugar phosphotransferase activity; P:phosphoenolpyruvate-dependent sugar phosphotransferase system"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1491,Gfo Idh family oxidoreductase,321,20,0,99.58,2,F:GO:0016491; P:GO:0055114,F:oxidoreductase activity; P:oxidation-reduction process,,,G3DSA:3.30.360.10 (GENE3D); IPR000683 (PFAM); G3DSA:3.40.50.720 (GENE3D); PTHR22604 (PANTHER); SSF55347 (SUPERFAMILY); IPR036291 (SUPERFAMILY),F:GO:0016491,F:oxidoreductase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1492,family transcriptional regulator,113,20,2.82E-75,97.57,3,F:GO:0003677; F:GO:0004519; P:GO:0090305,F:DNA binding; F:endonuclease activity; P:nucleic acid phosphodiester bond hydrolysis,,,IPR003477 (PIRSF); IPR003477 (PFAM); IPR011067 (G3DSA:2.30.30.GENE3D); IPR003477 (PANTHER); PTHR33988:SF2 (PANTHER); SSF50118 (SUPERFAMILY),F:GO:0003677,F:DNA binding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1493,uridine kinase,209,20,2.44E-150,98.46,7,F:GO:0004849; F:GO:0005524; C:GO:0005737; P:GO:0016310; F:GO:0016773; P:GO:0044206; P:GO:0044211,"F:uridine kinase activity; F:ATP binding; C:cytoplasm; P:phosphorylation; F:phosphotransferase activity, alcohol group as acceptor; P:UMP salvage; P:CTP salvage",EC:2.7.1.48,Uridine kinase,PR00988 (PRINTS); IPR000764 (TIGRFAM); G3DSA:3.40.50.300 (GENE3D); IPR006083 (PFAM); PTHR10285 (PANTHER); PTHR10285:SF123 (PANTHER); IPR026008 (HAMAP); IPR000764 (CDD); IPR027417 (SUPERFAMILY),F:GO:0004849; F:GO:0005524; F:GO:0016301; F:GO:0016773,"F:uridine kinase activity; F:ATP binding; F:kinase activity; F:phosphotransferase activity, alcohol group as acceptor"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1494,acetyltransferase,151,20,2.91E-107,99.14,1,F:GO:0008080,F:N-acetyltransferase activity,,,G3DSA:3.40.630.30 (GENE3D); IPR000182 (PFAM); PTHR43420 (PANTHER); PTHR43420:SF17 (PANTHER); IPR000182 (PROSITE_PROFILES); cd04301 (CDD); IPR016181 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1495,HAD superfamily hydrolase,226,20,4.60E-167,99.8,2,F:GO:0008253; P:GO:0016311,F:5'-nucleotidase activity; P:dephosphorylation,EC:3.1.3.41; EC:3.1.3.5; EC:3.1.3.31,4-nitrophenylphosphatase; 5'-nucleotidase; Nucleotidase,IPR006439 (TIGRFAM); IPR011951 (TIGRFAM); IPR023214 (G3DSA:3.40.50.GENE3D); PF13419 (PFAM); IPR023198 (G3DSA:1.10.150.GENE3D); PTHR12725:SF87 (PANTHER); PTHR12725 (PANTHER); IPR036412 (SUPERFAMILY),F:GO:0016787,F:hydrolase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1496,pseudouridine synthase,260,20,0,99.87,3,P:GO:0001522; F:GO:0003723; F:GO:0009982,P:pseudouridine synthesis; F:RNA binding; F:pseudouridine synthase activity,EC:5.4.99.12,tRNA pseudouridine(38-40) synthase,IPR002942 (SMART); IPR006145 (PFAM); G3DSA:3.30.70.1560 (GENE3D); IPR000748 (TIGRFAM); G3DSA:3.30.70.580 (GENE3D); IPR002942 (PFAM); IPR036986 (G3DSA:3.10.290.GENE3D); PTHR21600:SF19 (PANTHER); IPR000748 (PANTHER); IPR002942 (PROSITE_PROFILES); cd02553 (CDD); IPR002942 (CDD); SSF55174 (SUPERFAMILY); IPR020103 (SUPERFAMILY),P:GO:0001522; F:GO:0003723; P:GO:0009451; F:GO:0009982; F:GO:0016866,P:pseudouridine synthesis; F:RNA binding; P:RNA modification; F:pseudouridine synthase activity; F:intramolecular transferase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1497,50S ribosomal L25,202,20,7.07E-143,99.63,4,F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0008097,F:structural constituent of ribosome; C:ribosome; P:translation; F:5S rRNA binding,,,IPR020056 (G3DSA:2.40.240.GENE3D); IPR001021 (TIGRFAM); IPR037121 (G3DSA:2.170.120.GENE3D); IPR020057 (PFAM); IPR029751 (PFAM); mobidb-lite (MOBIDB_LITE); PTHR33284 (PANTHER); PTHR33284:SF1 (PANTHER); IPR029751 (PRODOM); IPR001021 (HAMAP); IPR029751 (CDD); IPR011035 (SUPERFAMILY),F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0008097,F:structural constituent of ribosome; C:ribosome; P:translation; F:5S rRNA binding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1498,GTP cyclohydrolase,107,20,3.14E-71,94.21,1,F:GO:0016787,F:hydrolase activity,,,IPR009303 (PFAM); G3DSA:3.10.450.150 (GENE3D),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1499,polysaccharide lyase 8,1004,20,0,99.81,4,C:GO:0005576; P:GO:0005975; F:GO:0016837; F:GO:0030246,"C:extracellular region; P:carbohydrate metabolic process; F:carbon-oxygen lyase activity, acting on polysaccharides; F:carbohydrate binding",,,IPR003159 (PFAM); IPR008929 (G3DSA:1.50.10.GENE3D); IPR012970 (PFAM); IPR004103 (PFAM); IPR011071 (G3DSA:2.60.220.GENE3D); IPR014718 (G3DSA:2.70.98.GENE3D); G3DSA:2.60.120.560 (GENE3D); IPR038970 (PANTHER); cd01083 (CDD); IPR011071 (SUPERFAMILY); IPR008929 (SUPERFAMILY); IPR011013 (SUPERFAMILY),F:GO:0003824; C:GO:0005576; P:GO:0005975; F:GO:0016829; F:GO:0030246,F:catalytic activity; C:extracellular region; P:carbohydrate metabolic process; F:lyase activity; F:carbohydrate binding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1500,PTS system IID component,266,20,0,99.77,2,P:GO:0009401; C:GO:0016021,P:phosphoenolpyruvate-dependent sugar phosphotransferase system; C:integral component of membrane,,,IPR004704 (PFAM); PTHR32502 (PANTHER); PTHR32502:SF5 (PANTHER); IPR004704 (PROSITE_PROFILES),P:GO:0009401; C:GO:0016021,P:phosphoenolpyruvate-dependent sugar phosphotransferase system; C:integral component of membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1501,PTS system IIC component,263,20,0,98.65,2,P:GO:0009401; C:GO:0016021,P:phosphoenolpyruvate-dependent sugar phosphotransferase system; C:integral component of membrane,,,IPR004700 (PFAM); mobidb-lite (MOBIDB_LITE); PTHR32502:SF8 (PANTHER); PTHR32502 (PANTHER); IPR004700 (PROSITE_PROFILES),P:GO:0009401; C:GO:0016021,P:phosphoenolpyruvate-dependent sugar phosphotransferase system; C:integral component of membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1502,PTS mannose fructose sorbose IIB component,308,20,0,99.79,5,C:GO:0005737; F:GO:0008982; P:GO:0009401; C:GO:0016021; P:GO:0034219,C:cytoplasm; F:protein-N(PI)-phosphohistidine-sugar phosphotransferase activity; P:phosphoenolpyruvate-dependent sugar phosphotransferase system; C:integral component of membrane; P:carbohydrate transmembrane transport,EC:2.7.1.69,Transferring phosphorus-containing groups,IPR004701 (PFAM); IPR004720 (PFAM); IPR036667 (G3DSA:3.40.35.GENE3D); IPR036662 (G3DSA:3.40.50.GENE3D); PTHR33799:SF3 (PANTHER); PTHR33799 (PANTHER); IPR004701 (PROSITE_PROFILES); IPR004720 (PROSITE_PROFILES); IPR004720 (CDD); IPR033887 (CDD); IPR036662 (SUPERFAMILY); IPR036667 (SUPERFAMILY),C:GO:0005737; F:GO:0008982; P:GO:0009401; C:GO:0016021,C:cytoplasm; F:protein-N(PI)-phosphohistidine-sugar phosphotransferase activity; P:phosphoenolpyruvate-dependent sugar phosphotransferase system; C:integral component of membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1503,family transcriptional regulator,235,20,6.82E-169,98.68,4,F:GO:0003677; F:GO:0003700; P:GO:0006351; P:GO:0006355,"F:DNA binding; F:DNA-binding transcription factor activity; P:transcription, DNA-templated; P:regulation of transcription, DNA-templated",,,IPR011663 (SMART); IPR000524 (SMART); IPR011663 (PFAM); IPR036388 (G3DSA:1.10.10.GENE3D); IPR000524 (PFAM); IPR028978 (G3DSA:3.40.1410.GENE3D); PTHR44846 (PANTHER); IPR000524 (PROSITE_PROFILES); IPR000524 (CDD); IPR036390 (SUPERFAMILY); IPR028978 (SUPERFAMILY),F:GO:0003677; F:GO:0003700; P:GO:0006355,"F:DNA binding; F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1504,beta-galactosidase,593,20,0,99.81,2,F:GO:0004565; P:GO:0005975,F:beta-galactosidase activity; P:carbohydrate metabolic process,EC:3.2.1.23,Beta-galactosidase,IPR001944 (PRINTS); G3DSA:3.20.20.80 (GENE3D); IPR008979 (G3DSA:2.60.120.GENE3D); IPR008979 (G3DSA:2.60.120.GENE3D); IPR026283 (PIRSF); IPR031330 (PFAM); IPR001944 (PANTHER); PTHR23421:SF13 (PANTHER); IPR008979 (SUPERFAMILY); IPR017853 (SUPERFAMILY),F:GO:0004553; F:GO:0004565; P:GO:0005975,"F:hydrolase activity, hydrolyzing O-glycosyl compounds; F:beta-galactosidase activity; P:carbohydrate metabolic process"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1505,glucuronyl hydrolase,387,20,0,99.91,2,P:GO:0008152; F:GO:0016798,"P:metabolic process; F:hydrolase activity, acting on glycosyl bonds",,,IPR012341 (G3DSA:1.50.10.GENE3D); IPR010905 (PFAM); PTHR36845 (PANTHER); IPR008928 (SUPERFAMILY),F:GO:0003824,F:catalytic activity
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_1506,hypothetical protein,275,20,0,99.44,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_1507,DUF2264 domain-containing,574,20,0,99.7,,,,,,IPR016624 (PFAM); IPR016624 (PIRSF); IPR016624 (PANTHER),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1508,transglycosylase-associated,82,20,9.55E-45,95.33,1,C:GO:0016021,C:integral component of membrane,,,IPR007341 (PFAM),C:GO:0016021,C:integral component of membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_1509,peptide ABC transporter substrate-binding,543,20,0,99.72,2,C:GO:0043190; P:GO:0055085,C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport,,,IPR030678 (PIRSF); G3DSA:3.10.105.10 (GENE3D); G3DSA:3.90.76.10 (GENE3D); IPR000914 (PFAM); G3DSA:3.40.190.10 (GENE3D); IPR039424 (PANTHER); PTHR30290:SF10 (PANTHER); PS51257 (PROSITE_PROFILES); cd08504 (CDD); SSF53850 (SUPERFAMILY),C:GO:0043190; P:GO:0055085,C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport
